name,emotion,timestamp
Inconnu,neutral,2025-06-26 21:36:44
Inconnu,sad,2025-06-26 21:38:29
Inconnu,angry,2025-06-26 21:38:31
Inconnu,neutral,2025-06-26 21:38:33
Inconnu,neutral,2025-06-26 21:38:37
Inconnu,sad,2025-06-26 21:38:39
Inconnu,sad,2025-06-26 21:38:41
Inconnu,sad,2025-06-26 21:38:43
Inconnu,sad,2025-06-26 21:38:45
Inconnu,neutral,2025-06-27 09:32:47
Inconnu,neutral,2025-06-27 09:32:48
Inconnu,neutral,2025-06-27 09:32:49
Inconnu,neutral,2025-06-27 09:32:50
Inconnu,neutral,2025-06-27 09:32:51
Inconnu,neutral,2025-06-27 09:32:52
Inconnu,neutral,2025-06-27 09:32:53
Inconnu,neutral,2025-06-27 09:32:54
Inconnu,sad,2025-06-27 09:32:55
Inconnu,neutral,2025-06-27 09:32:56
Inconnu,neutral,2025-06-27 09:32:57
Inconnu,neutral,2025-06-27 09:32:58
Inconnu,neutral,2025-06-27 09:32:59
Inconnu,neutral,2025-06-27 09:33:00
Inconnu,neutral,2025-06-27 09:33:01
Inconnu,sad,2025-06-27 09:33:02
Inconnu,neutral,2025-06-27 09:33:03
Inconnu,sad,2025-06-27 09:33:05
Inconnu,neutral,2025-06-27 09:33:06
Inconnu,neutral,2025-06-27 09:33:07
Inconnu,neutral,2025-06-27 09:33:08
Inconnu,neutral,2025-06-27 09:33:09
Inconnu,neutral,2025-06-27 09:33:10
Inconnu,neutral,2025-06-27 09:33:11
Inconnu,neutral,2025-06-27 09:33:12
Inconnu,neutral,2025-06-27 09:33:13
Inconnu,neutral,2025-06-27 09:33:14
Inconnu,neutral,2025-06-27 09:33:15
Inconnu,neutral,2025-06-27 09:33:16
Inconnu,sad,2025-06-27 09:33:17
Inconnu,neutral,2025-06-27 09:33:19
Inconnu,neutral,2025-06-27 09:33:20
Inconnu,neutral,2025-06-27 09:33:21
Inconnu,neutral,2025-06-27 09:33:22
Inconnu,fear,2025-06-27 09:33:23
Inconnu,fear,2025-06-27 09:33:24
Inconnu,neutral,2025-06-27 09:33:25
Inconnu,neutral,2025-06-27 09:33:26
Inconnu,surprise,2025-06-27 09:33:27
Inconnu,neutral,2025-06-27 09:33:28
Inconnu,angry,2025-06-27 09:33:29
Inconnu,sad,2025-06-27 10:03:53
Inconnu,neutral,2025-06-27 10:03:54
Inconnu,sad,2025-06-27 10:03:55
Inconnu,sad,2025-06-27 10:03:57
Inconnu,neutral,2025-06-27 10:03:58
Inconnu,neutral,2025-06-27 10:03:59
Inconnu,neutral,2025-06-27 10:04:00
Inconnu,neutral,2025-06-27 10:04:01
Inconnu,happy,2025-06-27 10:04:02
Inconnu,sad,2025-06-27 10:04:03
Inconnu,neutral,2025-06-27 10:04:04
Inconnu,neutral,2025-06-27 10:04:05
Inconnu,neutral,2025-06-27 10:04:06
Inconnu,neutral,2025-06-27 10:04:07
Inconnu,sad,2025-06-27 10:04:08
Inconnu,sad,2025-06-27 10:04:09
